/Users/macmini003/ops-bilibili/projects/auramate-video-skills/examples/hello-vertical/callouts/k000.png	0.200	1.400
/Users/macmini003/ops-bilibili/projects/auramate-video-skills/examples/hello-vertical/callouts/k001.png	2.000	3.000
